2010-05-20 12:48:20 Notice: Notice (8): Undefined property: PostsController::$UserMst in [/var/www/staple/app/app_controller.php, line 70]
2012-04-15 20:52:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/database.php, line 7]
2012-04-15 20:52:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 20:54:47 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 20:54:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 20:59:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:01:24 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:01:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:01:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:03:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:03:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:03:31 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:03:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:01 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:05 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:48 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:04:48 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:05:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:05:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:05:35 Notice: Notice (8): Undefined index:  MasterCategory in [/var/www/household/app/views/main/index.ctp, line 39]
2012-04-15 21:07:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:07:33 Notice: Notice (8): Undefined index:  MasterCategory in [/var/www/household/app/views/main/index.ctp, line 39]
2012-04-15 21:07:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:07:50 Notice: Notice (8): Undefined index:  MasterCategory in [/var/www/household/app/views/main/index.ctp, line 39]
2012-04-15 21:08:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:08:10 Notice: Notice (8): Undefined index:  MasterCategory in [/var/www/household/app/views/main/index.ctp, line 39]
2012-04-15 21:08:24 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:08:24 Notice: Notice (8): Undefined index:  MasterCategory in [/var/www/household/app/views/main/index.ctp, line 39]
2012-04-15 21:09:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:28 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:34 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:34 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:09:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:34 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:10:34 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:11:40 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:12:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:13:03 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:13:14 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:13:19 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:13:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:15:37 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:15:40 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:15:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:40 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:47 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:16:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:18:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:18:42 Notice: Notice (8): Constant DB_HOST already defined in [/var/www/household/app/config/database.php, line 3]
2012-04-15 21:18:42 Notice: Notice (8): Constant DB_LOGIN already defined in [/var/www/household/app/config/database.php, line 4]
2012-04-15 21:18:42 Notice: Notice (8): Constant DB_PASSWORD already defined in [/var/www/household/app/config/database.php, line 5]
2012-04-15 21:18:42 Notice: Notice (8): Constant DB_NAME already defined in [/var/www/household/app/config/database.php, line 6]
2012-04-15 21:18:42 Notice: Notice (8): Constant VIEW_CACHE_TIME already defined in [/var/www/household/app/config/database.php, line 7]
2012-04-15 21:18:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/database.php, line 8]
2012-04-15 21:18:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:18:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:18:51 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:18:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:19:12 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:21:49 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:22:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:23:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:23:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:23:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:23:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:25:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:25:09 Notice: Notice (8): Undefined property: View::$pageTitle in [/var/www/household/app/views/layouts/default.ctp, line 9]
2012-04-15 21:25:15 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:25:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:25:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:25:26 Notice: Notice (8): Undefined variable: pageTitle in [/var/www/household/app/views/layouts/default.ctp, line 9]
2012-04-15 21:27:21 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:27:21 Notice: Notice (8): Undefined property: RecordsController::$pageTitle in [/var/www/household/app/app_controller.php, line 51]
2012-04-15 21:28:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:28:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:28:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:29:21 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:03 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:08 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:20 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:32 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:35 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:44 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:30:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:31:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:33:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:33:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:33:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:39:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:49:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:49:45 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 21:49:45 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:49:45 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:50:01 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:50:01 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 21:50:01 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:50:01 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:50:24 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:50:24 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 21:50:24 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:50:24 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:52:32 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:52:32 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 21:52:32 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:52:32 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:52:43 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:52:43 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 21:52:43 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:52:43 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:52:47 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:52:47 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 21:52:47 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:52:47 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:52:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:52:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:54:19 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:54:38 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:54:38 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 26]
2012-04-15 21:54:38 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 42]
2012-04-15 21:54:38 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 50]
2012-04-15 21:55:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:55:09 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:55:09 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:55:33 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:55:33 Notice: Notice (8): Undefined variable: master_categories in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:55:33 Notice: Notice (8): Undefined variable: info_categories in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:55:34 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:55:35 Notice: Notice (8): Undefined variable: master_categories in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 21:55:35 Notice: Notice (8): Undefined variable: info_categories in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 21:55:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:55:59 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:58:26 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:58:45 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:58:46 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:58:54 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:59:23 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 21:59:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:00:09 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:00:30 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:00:31 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:00:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:00:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:01:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:01:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:03:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:03:18 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:04 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:42 Notice: Notice (8): Undefined variable: vouncer_list in [/var/www/household/app/views/records/add.ctp, line 24]
2012-04-15 22:04:42 Notice: Notice (8): Undefined variable: master_category_list in [/var/www/household/app/views/records/add.ctp, line 40]
2012-04-15 22:04:42 Notice: Notice (8): Undefined variable: info_category_list in [/var/www/household/app/views/records/add.ctp, line 48]
2012-04-15 22:04:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:04:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:07:56 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:07:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:08:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:08:50 Notice: Notice (8): Undefined variable: data in [/var/www/household/app/controllers/records_controller.php, line 25]
2012-04-15 22:09:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:09:02 Notice: Notice (8): Undefined variable: data in [/var/www/household/app/controllers/records_controller.php, line 25]
2012-04-15 22:09:10 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:09:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:09:39 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:09:50 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:09:52 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:09:53 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:00 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:06 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:06 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:14 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:14 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:22 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:27 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:32 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:32 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:42 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:55 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:10:58 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:11:01 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:11:02 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:11:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:11:16 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:11:57 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:03 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:03 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:07 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:11 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:13 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
2012-04-15 22:12:17 Notice: Notice (8): Constant LOG_ERROR already defined in [/var/www/household/app/config/const.php, line 16]
